timestamp,session_uid,frame,car_index,ai_controlled,driver_id,network_id,team_id,my_team,race_number,nationality,name,your_telemetry,show_online_names,tech_level,platform
1767783196.741579,6969619580540723221,0,0,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767783196.741579,6969619580540723221,0,1,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767783196.741579,6969619580540723221,0,2,1,50,255,0,0,63,10,拉塞尔,1,0,0,255
1767783196.741579,6969619580540723221,0,3,1,112,255,8,0,81,3,皮亚斯特里,1,0,0,255
1767783196.741579,6969619580540723221,0,4,1,149,255,6,0,6,28,哈加,1,0,0,255
1767783196.741579,6969619580540723221,0,5,1,165,255,0,0,12,41,安东内利,1,0,0,255
1767783196.741579,6969619580540723221,0,6,1,7,255,1,0,44,10,汉密尔顿,1,0,0,255
1767783196.741579,6969619580540723221,0,7,1,113,255,6,0,30,54,劳森,1,0,0,255
1767783196.741579,6969619580540723221,0,8,1,161,255,9,0,5,9,博托莱托,1,0,0,255
1767783196.741579,6969619580540723221,0,9,1,94,255,2,0,22,43,角田,1,0,0,255
1767783196.741579,6969619580540723221,0,10,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767783196.741579,6969619580540723221,0,11,1,54,255,8,0,4,10,诺里斯,1,0,0,255
1767783196.741579,6969619580540723221,0,12,1,62,255,3,0,23,80,阿尔本,1,0,0,255
1767783196.741579,6969619580540723221,0,13,1,59,255,5,0,10,28,加斯利,1,0,0,255
1767783196.741579,6969619580540723221,0,14,1,17,255,7,0,31,28,奥康,1,0,0,255
1767783196.741579,6969619580540723221,0,15,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767783196.741579,6969619580540723221,0,16,1,147,255,7,0,87,10,比尔曼,1,0,0,255
1767783196.741579,6969619580540723221,0,17,1,10,255,9,0,27,29,霍肯伯格,1,0,0,255
1767783196.741579,6969619580540723221,0,18,1,58,255,1,0,16,53,勒克莱尔,1,0,0,255
1767783196.741579,6969619580540723221,0,19,0,162,255,5,0,43,2,科拉平托,1,1,0,1
1767783196.741579,6969619580540723221,0,20,0,255,255,255,0,0,255,,0,0,0,0
1767783196.741579,6969619580540723221,0,21,0,255,255,255,0,0,255,,0,0,0,0
1767783201.7441082,6969619580540723221,100,0,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767783201.7441082,6969619580540723221,100,1,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767783201.7441082,6969619580540723221,100,2,1,50,255,0,0,63,10,拉塞尔,1,0,0,255
1767783201.7441082,6969619580540723221,100,3,1,112,255,8,0,81,3,皮亚斯特里,1,0,0,255
1767783201.7441082,6969619580540723221,100,4,1,149,255,6,0,6,28,哈加,1,0,0,255
1767783201.7441082,6969619580540723221,100,5,1,165,255,0,0,12,41,安东内利,1,0,0,255
1767783201.7441082,6969619580540723221,100,6,1,7,255,1,0,44,10,汉密尔顿,1,0,0,255
1767783201.7441082,6969619580540723221,100,7,1,113,255,6,0,30,54,劳森,1,0,0,255
1767783201.7441082,6969619580540723221,100,8,1,161,255,9,0,5,9,博托莱托,1,0,0,255
1767783201.7441082,6969619580540723221,100,9,1,94,255,2,0,22,43,角田,1,0,0,255
1767783201.7441082,6969619580540723221,100,10,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767783201.7441082,6969619580540723221,100,11,1,54,255,8,0,4,10,诺里斯,1,0,0,255
1767783201.7441082,6969619580540723221,100,12,1,62,255,3,0,23,80,阿尔本,1,0,0,255
1767783201.7441082,6969619580540723221,100,13,1,59,255,5,0,10,28,加斯利,1,0,0,255
1767783201.7441082,6969619580540723221,100,14,1,17,255,7,0,31,28,奥康,1,0,0,255
1767783201.7441082,6969619580540723221,100,15,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767783201.7441082,6969619580540723221,100,16,1,147,255,7,0,87,10,比尔曼,1,0,0,255
1767783201.7441082,6969619580540723221,100,17,1,10,255,9,0,27,29,霍肯伯格,1,0,0,255
1767783201.7441082,6969619580540723221,100,18,1,58,255,1,0,16,53,勒克莱尔,1,0,0,255
1767783201.7441082,6969619580540723221,100,19,0,162,255,5,0,43,2,科拉平托,1,1,0,1
1767783201.7441082,6969619580540723221,100,20,0,255,255,255,0,0,255,,0,0,0,0
1767783201.7441082,6969619580540723221,100,21,0,255,255,255,0,0,255,,0,0,0,0
1767783206.74195,6969619580540723221,200,0,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767783206.74195,6969619580540723221,200,1,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767783206.74195,6969619580540723221,200,2,1,50,255,0,0,63,10,拉塞尔,1,0,0,255
1767783206.74195,6969619580540723221,200,3,1,112,255,8,0,81,3,皮亚斯特里,1,0,0,255
1767783206.74195,6969619580540723221,200,4,1,149,255,6,0,6,28,哈加,1,0,0,255
1767783206.74195,6969619580540723221,200,5,1,165,255,0,0,12,41,安东内利,1,0,0,255
1767783206.74195,6969619580540723221,200,6,1,7,255,1,0,44,10,汉密尔顿,1,0,0,255
1767783206.74195,6969619580540723221,200,7,1,113,255,6,0,30,54,劳森,1,0,0,255
1767783206.74195,6969619580540723221,200,8,1,161,255,9,0,5,9,博托莱托,1,0,0,255
1767783206.74195,6969619580540723221,200,9,1,94,255,2,0,22,43,角田,1,0,0,255
1767783206.74195,6969619580540723221,200,10,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767783206.74195,6969619580540723221,200,11,1,54,255,8,0,4,10,诺里斯,1,0,0,255
1767783206.74195,6969619580540723221,200,12,1,62,255,3,0,23,80,阿尔本,1,0,0,255
1767783206.74195,6969619580540723221,200,13,1,59,255,5,0,10,28,加斯利,1,0,0,255
1767783206.74195,6969619580540723221,200,14,1,17,255,7,0,31,28,奥康,1,0,0,255
1767783206.74195,6969619580540723221,200,15,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767783206.74195,6969619580540723221,200,16,1,147,255,7,0,87,10,比尔曼,1,0,0,255
1767783206.74195,6969619580540723221,200,17,1,10,255,9,0,27,29,霍肯伯格,1,0,0,255
1767783206.74195,6969619580540723221,200,18,1,58,255,1,0,16,53,勒克莱尔,1,0,0,255
1767783206.74195,6969619580540723221,200,19,0,162,255,5,0,43,2,科拉平托,1,1,0,1
1767783206.74195,6969619580540723221,200,20,0,255,255,255,0,0,255,,0,0,0,0
1767783206.74195,6969619580540723221,200,21,0,255,255,255,0,0,255,,0,0,0,0
1767783211.7526023,6969619580540723221,300,0,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767783211.7526023,6969619580540723221,300,1,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767783211.7526023,6969619580540723221,300,2,1,50,255,0,0,63,10,拉塞尔,1,0,0,255
1767783211.7526023,6969619580540723221,300,3,1,112,255,8,0,81,3,皮亚斯特里,1,0,0,255
1767783211.7526023,6969619580540723221,300,4,1,149,255,6,0,6,28,哈加,1,0,0,255
1767783211.7526023,6969619580540723221,300,5,1,165,255,0,0,12,41,安东内利,1,0,0,255
1767783211.7526023,6969619580540723221,300,6,1,7,255,1,0,44,10,汉密尔顿,1,0,0,255
1767783211.7526023,6969619580540723221,300,7,1,113,255,6,0,30,54,劳森,1,0,0,255
1767783211.7526023,6969619580540723221,300,8,1,161,255,9,0,5,9,博托莱托,1,0,0,255
1767783211.7526023,6969619580540723221,300,9,1,94,255,2,0,22,43,角田,1,0,0,255
1767783211.7526023,6969619580540723221,300,10,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767783211.7526023,6969619580540723221,300,11,1,54,255,8,0,4,10,诺里斯,1,0,0,255
1767783211.7526023,6969619580540723221,300,12,1,62,255,3,0,23,80,阿尔本,1,0,0,255
1767783211.7526023,6969619580540723221,300,13,1,59,255,5,0,10,28,加斯利,1,0,0,255
1767783211.7526023,6969619580540723221,300,14,1,17,255,7,0,31,28,奥康,1,0,0,255
1767783211.7526023,6969619580540723221,300,15,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767783211.7526023,6969619580540723221,300,16,1,147,255,7,0,87,10,比尔曼,1,0,0,255
1767783211.7526023,6969619580540723221,300,17,1,10,255,9,0,27,29,霍肯伯格,1,0,0,255
1767783211.7526023,6969619580540723221,300,18,1,58,255,1,0,16,53,勒克莱尔,1,0,0,255
1767783211.7526023,6969619580540723221,300,19,0,162,255,5,0,43,2,科拉平托,1,1,0,1
1767783211.7526023,6969619580540723221,300,20,0,255,255,255,0,0,255,,0,0,0,0
1767783211.7526023,6969619580540723221,300,21,0,255,255,255,0,0,255,,0,0,0,0
1767783216.743201,6969619580540723221,400,0,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767783216.743201,6969619580540723221,400,1,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767783216.743201,6969619580540723221,400,2,1,50,255,0,0,63,10,拉塞尔,1,0,0,255
1767783216.743201,6969619580540723221,400,3,1,112,255,8,0,81,3,皮亚斯特里,1,0,0,255
1767783216.743201,6969619580540723221,400,4,1,149,255,6,0,6,28,哈加,1,0,0,255
1767783216.743201,6969619580540723221,400,5,1,165,255,0,0,12,41,安东内利,1,0,0,255
1767783216.743201,6969619580540723221,400,6,1,7,255,1,0,44,10,汉密尔顿,1,0,0,255
1767783216.743201,6969619580540723221,400,7,1,113,255,6,0,30,54,劳森,1,0,0,255
1767783216.743201,6969619580540723221,400,8,1,161,255,9,0,5,9,博托莱托,1,0,0,255
1767783216.743201,6969619580540723221,400,9,1,94,255,2,0,22,43,角田,1,0,0,255
1767783216.743201,6969619580540723221,400,10,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767783216.743201,6969619580540723221,400,11,1,54,255,8,0,4,10,诺里斯,1,0,0,255
1767783216.743201,6969619580540723221,400,12,1,62,255,3,0,23,80,阿尔本,1,0,0,255
1767783216.743201,6969619580540723221,400,13,1,59,255,5,0,10,28,加斯利,1,0,0,255
1767783216.743201,6969619580540723221,400,14,1,17,255,7,0,31,28,奥康,1,0,0,255
1767783216.743201,6969619580540723221,400,15,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767783216.743201,6969619580540723221,400,16,1,147,255,7,0,87,10,比尔曼,1,0,0,255
1767783216.743201,6969619580540723221,400,17,1,10,255,9,0,27,29,霍肯伯格,1,0,0,255
1767783216.743201,6969619580540723221,400,18,1,58,255,1,0,16,53,勒克莱尔,1,0,0,255
1767783216.743201,6969619580540723221,400,19,0,162,255,5,0,43,2,科拉平托,1,1,0,1
1767783216.743201,6969619580540723221,400,20,0,255,255,255,0,0,255,,0,0,0,0
1767783216.743201,6969619580540723221,400,21,0,255,255,255,0,0,255,,0,0,0,0
1767783221.7478418,6969619580540723221,500,0,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767783221.7478418,6969619580540723221,500,1,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767783221.7478418,6969619580540723221,500,2,1,50,255,0,0,63,10,拉塞尔,1,0,0,255
1767783221.7478418,6969619580540723221,500,3,1,112,255,8,0,81,3,皮亚斯特里,1,0,0,255
1767783221.7478418,6969619580540723221,500,4,1,149,255,6,0,6,28,哈加,1,0,0,255
1767783221.7478418,6969619580540723221,500,5,1,165,255,0,0,12,41,安东内利,1,0,0,255
1767783221.7478418,6969619580540723221,500,6,1,7,255,1,0,44,10,汉密尔顿,1,0,0,255
1767783221.7478418,6969619580540723221,500,7,1,113,255,6,0,30,54,劳森,1,0,0,255
1767783221.7478418,6969619580540723221,500,8,1,161,255,9,0,5,9,博托莱托,1,0,0,255
1767783221.7478418,6969619580540723221,500,9,1,94,255,2,0,22,43,角田,1,0,0,255
1767783221.7478418,6969619580540723221,500,10,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767783221.7478418,6969619580540723221,500,11,1,54,255,8,0,4,10,诺里斯,1,0,0,255
1767783221.7478418,6969619580540723221,500,12,1,62,255,3,0,23,80,阿尔本,1,0,0,255
1767783221.7478418,6969619580540723221,500,13,1,59,255,5,0,10,28,加斯利,1,0,0,255
1767783221.7478418,6969619580540723221,500,14,1,17,255,7,0,31,28,奥康,1,0,0,255
1767783221.7478418,6969619580540723221,500,15,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767783221.7478418,6969619580540723221,500,16,1,147,255,7,0,87,10,比尔曼,1,0,0,255
1767783221.7478418,6969619580540723221,500,17,1,10,255,9,0,27,29,霍肯伯格,1,0,0,255
1767783221.7478418,6969619580540723221,500,18,1,58,255,1,0,16,53,勒克莱尔,1,0,0,255
1767783221.7478418,6969619580540723221,500,19,0,162,255,5,0,43,2,科拉平托,1,1,0,1
1767783221.7478418,6969619580540723221,500,20,0,255,255,255,0,0,255,,0,0,0,0
1767783221.7478418,6969619580540723221,500,21,0,255,255,255,0,0,255,,0,0,0,0
1767783226.7416294,6969619580540723221,600,0,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767783226.7416294,6969619580540723221,600,1,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767783226.7416294,6969619580540723221,600,2,1,50,255,0,0,63,10,拉塞尔,1,0,0,255
1767783226.7416294,6969619580540723221,600,3,1,112,255,8,0,81,3,皮亚斯特里,1,0,0,255
1767783226.7416294,6969619580540723221,600,4,1,149,255,6,0,6,28,哈加,1,0,0,255
1767783226.7416294,6969619580540723221,600,5,1,165,255,0,0,12,41,安东内利,1,0,0,255
1767783226.7416294,6969619580540723221,600,6,1,7,255,1,0,44,10,汉密尔顿,1,0,0,255
1767783226.7416294,6969619580540723221,600,7,1,113,255,6,0,30,54,劳森,1,0,0,255
1767783226.7416294,6969619580540723221,600,8,1,161,255,9,0,5,9,博托莱托,1,0,0,255
1767783226.7416294,6969619580540723221,600,9,1,94,255,2,0,22,43,角田,1,0,0,255
1767783226.7416294,6969619580540723221,600,10,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767783226.7416294,6969619580540723221,600,11,1,54,255,8,0,4,10,诺里斯,1,0,0,255
1767783226.7416294,6969619580540723221,600,12,1,62,255,3,0,23,80,阿尔本,1,0,0,255
1767783226.7416294,6969619580540723221,600,13,1,59,255,5,0,10,28,加斯利,1,0,0,255
1767783226.7416294,6969619580540723221,600,14,1,17,255,7,0,31,28,奥康,1,0,0,255
1767783226.7416294,6969619580540723221,600,15,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767783226.7416294,6969619580540723221,600,16,1,147,255,7,0,87,10,比尔曼,1,0,0,255
