timestamp,session_uid,frame,car_index,ai_controlled,driver_id,network_id,team_id,my_team,race_number,nationality,name,your_telemetry,show_online_names,tech_level,platform
1767759355.0195394,9124707774134530792,0,0,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767759355.0195394,9124707774134530792,0,1,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767759355.0195394,9124707774134530792,0,2,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767759355.0195394,9124707774134530792,0,3,1,94,255,2,0,22,43,角田,1,0,0,255
1767759355.0195394,9124707774134530792,0,4,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767759355.0195394,9124707774134530792,0,5,1,161,255,9,0,5,9,博托莱托,1,0,0,255
1767759355.0195394,9124707774134530792,0,6,1,147,255,7,0,87,10,比尔曼,1,0,0,255
1767759355.0195394,9124707774134530792,0,7,1,10,255,9,0,27,29,霍肯伯格,1,0,0,255
1767759355.0195394,9124707774134530792,0,8,1,7,255,1,0,44,10,汉密尔顿,1,0,0,255
1767759355.0195394,9124707774134530792,0,9,1,17,255,7,0,31,28,奥康,1,0,0,255
1767759355.0195394,9124707774134530792,0,10,1,54,255,8,0,4,10,诺里斯,1,0,0,255
1767759355.0195394,9124707774134530792,0,11,1,165,255,0,0,12,41,安东内利,1,0,0,255
1767759355.0195394,9124707774134530792,0,12,1,149,255,6,0,6,28,哈加,1,0,0,255
1767759355.0195394,9124707774134530792,0,13,1,112,255,8,0,81,3,皮亚斯特里,1,0,0,255
1767759355.0195394,9124707774134530792,0,14,1,62,255,3,0,23,80,阿尔本,1,0,0,255
1767759355.0195394,9124707774134530792,0,15,1,59,255,5,0,10,28,加斯利,1,0,0,255
1767759355.0195394,9124707774134530792,0,16,1,50,255,0,0,63,10,拉塞尔,1,0,0,255
1767759355.0195394,9124707774134530792,0,17,1,58,255,1,0,16,53,勒克莱尔,1,0,0,255
1767759355.0195394,9124707774134530792,0,18,1,113,255,6,0,30,54,劳森,1,0,0,255
1767759355.0195394,9124707774134530792,0,19,0,162,255,5,0,43,2,科拉平托,1,1,0,1
1767759355.0195394,9124707774134530792,0,20,0,255,255,255,0,0,255,,0,0,0,0
1767759355.0195394,9124707774134530792,0,21,0,255,255,255,0,0,255,,0,0,0,0
1767759360.0198247,9124707774134530792,100,0,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767759360.0198247,9124707774134530792,100,1,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767759360.0198247,9124707774134530792,100,2,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767759360.0198247,9124707774134530792,100,3,1,94,255,2,0,22,43,角田,1,0,0,255
1767759360.0198247,9124707774134530792,100,4,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767759360.0198247,9124707774134530792,100,5,1,161,255,9,0,5,9,博托莱托,1,0,0,255
1767759360.0198247,9124707774134530792,100,6,1,147,255,7,0,87,10,比尔曼,1,0,0,255
1767759360.0198247,9124707774134530792,100,7,1,10,255,9,0,27,29,霍肯伯格,1,0,0,255
1767759360.0198247,9124707774134530792,100,8,1,7,255,1,0,44,10,汉密尔顿,1,0,0,255
1767759360.0198247,9124707774134530792,100,9,1,17,255,7,0,31,28,奥康,1,0,0,255
1767759360.0198247,9124707774134530792,100,10,1,54,255,8,0,4,10,诺里斯,1,0,0,255
1767759360.0198247,9124707774134530792,100,11,1,165,255,0,0,12,41,安东内利,1,0,0,255
1767759360.0198247,9124707774134530792,100,12,1,149,255,6,0,6,28,哈加,1,0,0,255
1767759360.0198247,9124707774134530792,100,13,1,112,255,8,0,81,3,皮亚斯特里,1,0,0,255
1767759360.0198247,9124707774134530792,100,14,1,62,255,3,0,23,80,阿尔本,1,0,0,255
1767759360.0198247,9124707774134530792,100,15,1,59,255,5,0,10,28,加斯利,1,0,0,255
1767759360.0198247,9124707774134530792,100,16,1,50,255,0,0,63,10,拉塞尔,1,0,0,255
1767759360.0198247,9124707774134530792,100,17,1,58,255,1,0,16,53,勒克莱尔,1,0,0,255
1767759360.0198247,9124707774134530792,100,18,1,113,255,6,0,30,54,劳森,1,0,0,255
1767759360.0198247,9124707774134530792,100,19,0,162,255,5,0,43,2,科拉平托,1,1,0,1
1767759360.0198247,9124707774134530792,100,20,0,255,255,255,0,0,255,,0,0,0,0
1767759360.0198247,9124707774134530792,100,21,0,255,255,255,0,0,255,,0,0,0,0
1767759365.0311363,9124707774134530792,200,0,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767759365.0311363,9124707774134530792,200,1,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767759365.0311363,9124707774134530792,200,2,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767759365.0311363,9124707774134530792,200,3,1,94,255,2,0,22,43,角田,1,0,0,255
1767759365.0311363,9124707774134530792,200,4,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767759365.0311363,9124707774134530792,200,5,1,161,255,9,0,5,9,博托莱托,1,0,0,255
1767759365.0311363,9124707774134530792,200,6,1,147,255,7,0,87,10,比尔曼,1,0,0,255
1767759365.0311363,9124707774134530792,200,7,1,10,255,9,0,27,29,霍肯伯格,1,0,0,255
1767759365.0311363,9124707774134530792,200,8,1,7,255,1,0,44,10,汉密尔顿,1,0,0,255
1767759365.0311363,9124707774134530792,200,9,1,17,255,7,0,31,28,奥康,1,0,0,255
1767759365.0311363,9124707774134530792,200,10,1,54,255,8,0,4,10,诺里斯,1,0,0,255
1767759365.0311363,9124707774134530792,200,11,1,165,255,0,0,12,41,安东内利,1,0,0,255
1767759365.0311363,9124707774134530792,200,12,1,149,255,6,0,6,28,哈加,1,0,0,255
1767759365.0311363,9124707774134530792,200,13,1,112,255,8,0,81,3,皮亚斯特里,1,0,0,255
1767759365.0311363,9124707774134530792,200,14,1,62,255,3,0,23,80,阿尔本,1,0,0,255
1767759365.0311363,9124707774134530792,200,15,1,59,255,5,0,10,28,加斯利,1,0,0,255
1767759365.0311363,9124707774134530792,200,16,1,50,255,0,0,63,10,拉塞尔,1,0,0,255
1767759365.0311363,9124707774134530792,200,17,1,58,255,1,0,16,53,勒克莱尔,1,0,0,255
1767759365.0311363,9124707774134530792,200,18,1,113,255,6,0,30,54,劳森,1,0,0,255
1767759365.0311363,9124707774134530792,200,19,0,162,255,5,0,43,2,科拉平托,1,1,0,1
1767759365.0311363,9124707774134530792,200,20,0,255,255,255,0,0,255,,0,0,0,0
1767759365.0311363,9124707774134530792,200,21,0,255,255,255,0,0,255,,0,0,0,0
1767759370.030306,9124707774134530792,300,0,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767759370.030306,9124707774134530792,300,1,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767759370.030306,9124707774134530792,300,2,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767759370.030306,9124707774134530792,300,3,1,94,255,2,0,22,43,角田,1,0,0,255
1767759370.030306,9124707774134530792,300,4,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767759370.030306,9124707774134530792,300,5,1,161,255,9,0,5,9,博托莱托,1,0,0,255
1767759370.030306,9124707774134530792,300,6,1,147,255,7,0,87,10,比尔曼,1,0,0,255
1767759370.030306,9124707774134530792,300,7,1,10,255,9,0,27,29,霍肯伯格,1,0,0,255
1767759370.030306,9124707774134530792,300,8,1,7,255,1,0,44,10,汉密尔顿,1,0,0,255
1767759370.030306,9124707774134530792,300,9,1,17,255,7,0,31,28,奥康,1,0,0,255
1767759370.030306,9124707774134530792,300,10,1,54,255,8,0,4,10,诺里斯,1,0,0,255
1767759370.030306,9124707774134530792,300,11,1,165,255,0,0,12,41,安东内利,1,0,0,255
1767759370.030306,9124707774134530792,300,12,1,149,255,6,0,6,28,哈加,1,0,0,255
1767759370.030306,9124707774134530792,300,13,1,112,255,8,0,81,3,皮亚斯特里,1,0,0,255
1767759370.030306,9124707774134530792,300,14,1,62,255,3,0,23,80,阿尔本,1,0,0,255
1767759370.030306,9124707774134530792,300,15,1,59,255,5,0,10,28,加斯利,1,0,0,255
1767759370.030306,9124707774134530792,300,16,1,50,255,0,0,63,10,拉塞尔,1,0,0,255
1767759370.030306,9124707774134530792,300,17,1,58,255,1,0,16,53,勒克莱尔,1,0,0,255
1767759370.030306,9124707774134530792,300,18,1,113,255,6,0,30,54,劳森,1,0,0,255
1767759370.030306,9124707774134530792,300,19,0,162,255,5,0,43,2,科拉平托,1,1,0,1
1767759370.030306,9124707774134530792,300,20,0,255,255,255,0,0,255,,0,0,0,0
1767759370.030306,9124707774134530792,300,21,0,255,255,255,0,0,255,,0,0,0,0
1767759375.0246146,9124707774134530792,401,0,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767759375.0246146,9124707774134530792,401,1,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767759375.0246146,9124707774134530792,401,2,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767759375.0246146,9124707774134530792,401,3,1,94,255,2,0,22,43,角田,1,0,0,255
1767759375.0246146,9124707774134530792,401,4,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767759375.0246146,9124707774134530792,401,5,1,161,255,9,0,5,9,博托莱托,1,0,0,255
1767759375.0246146,9124707774134530792,401,6,1,147,255,7,0,87,10,比尔曼,1,0,0,255
1767759375.0246146,9124707774134530792,401,7,1,10,255,9,0,27,29,霍肯伯格,1,0,0,255
1767759375.0246146,9124707774134530792,401,8,1,7,255,1,0,44,10,汉密尔顿,1,0,0,255
1767759375.0246146,9124707774134530792,401,9,1,17,255,7,0,31,28,奥康,1,0,0,255
1767759375.0246146,9124707774134530792,401,10,1,54,255,8,0,4,10,诺里斯,1,0,0,255
1767759375.0246146,9124707774134530792,401,11,1,165,255,0,0,12,41,安东内利,1,0,0,255
1767759375.0246146,9124707774134530792,401,12,1,149,255,6,0,6,28,哈加,1,0,0,255
1767759375.0246146,9124707774134530792,401,13,1,112,255,8,0,81,3,皮亚斯特里,1,0,0,255
1767759375.0246146,9124707774134530792,401,14,1,62,255,3,0,23,80,阿尔本,1,0,0,255
1767759375.0246146,9124707774134530792,401,15,1,59,255,5,0,10,28,加斯利,1,0,0,255
1767759375.0246146,9124707774134530792,401,16,1,50,255,0,0,63,10,拉塞尔,1,0,0,255
1767759375.0246146,9124707774134530792,401,17,1,58,255,1,0,16,53,勒克莱尔,1,0,0,255
1767759375.0246146,9124707774134530792,401,18,1,113,255,6,0,30,54,劳森,1,0,0,255
1767759375.0246146,9124707774134530792,401,19,0,162,255,5,0,43,2,科拉平托,1,1,0,1
1767759375.0246146,9124707774134530792,401,20,0,255,255,255,0,0,255,,0,0,0,0
1767759375.0246146,9124707774134530792,401,21,0,255,255,255,0,0,255,,0,0,0,0
1767759380.030749,9124707774134530792,501,0,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767759380.030749,9124707774134530792,501,1,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767759380.030749,9124707774134530792,501,2,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767759380.030749,9124707774134530792,501,3,1,94,255,2,0,22,43,角田,1,0,0,255
1767759380.030749,9124707774134530792,501,4,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767759380.030749,9124707774134530792,501,5,1,161,255,9,0,5,9,博托莱托,1,0,0,255
1767759380.030749,9124707774134530792,501,6,1,147,255,7,0,87,10,比尔曼,1,0,0,255
1767759380.030749,9124707774134530792,501,7,1,10,255,9,0,27,29,霍肯伯格,1,0,0,255
1767759380.030749,9124707774134530792,501,8,1,7,255,1,0,44,10,汉密尔顿,1,0,0,255
1767759380.030749,9124707774134530792,501,9,1,17,255,7,0,31,28,奥康,1,0,0,255
1767759380.030749,9124707774134530792,501,10,1,54,255,8,0,4,10,诺里斯,1,0,0,255
1767759380.030749,9124707774134530792,501,11,1,165,255,0,0,12,41,安东内利,1,0,0,255
1767759380.030749,9124707774134530792,501,12,1,149,255,6,0,6,28,哈加,1,0,0,255
1767759380.030749,9124707774134530792,501,13,1,112,255,8,0,81,3,皮亚斯特里,1,0,0,255
1767759380.030749,9124707774134530792,501,14,1,62,255,3,0,23,80,阿尔本,1,0,0,255
1767759380.030749,9124707774134530792,501,15,1,59,255,5,0,10,28,加斯利,1,0,0,255
1767759380.030749,9124707774134530792,501,16,1,50,255,0,0,63,10,拉塞尔,1,0,0,255
1767759380.030749,9124707774134530792,501,17,1,58,255,1,0,16,53,勒克莱尔,1,0,0,255
1767759380.030749,9124707774134530792,501,18,1,113,255,6,0,30,54,劳森,1,0,0,255
1767759380.030749,9124707774134530792,501,19,0,162,255,5,0,43,2,科拉平托,1,1,0,1
1767759380.030749,9124707774134530792,501,20,0,255,255,255,0,0,255,,0,0,0,0
1767759380.030749,9124707774134530792,501,21,0,255,255,255,0,0,255,,0,0,0,0
1767759385.0359685,9124707774134530792,602,0,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767759385.0359685,9124707774134530792,602,1,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767759385.0359685,9124707774134530792,602,2,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767759385.0359685,9124707774134530792,602,3,1,94,255,2,0,22,43,角田,1,0,0,255
1767759385.0359685,9124707774134530792,602,4,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767759385.0359685,9124707774134530792,602,5,1,161,255,9,0,5,9,博托莱托,1,0,0,255
1767759385.0359685,9124707774134530792,602,6,1,147,255,7,0,87,10,比尔曼,1,0,0,255
1767759385.0359685,9124707774134530792,602,7,1,10,255,9,0,27,29,霍肯伯格,1,0,0,255
1767759385.0359685,9124707774134530792,602,8,1,7,255,1,0,44,10,汉密尔顿,1,0,0,255
1767759385.0359685,9124707774134530792,602,9,1,17,255,7,0,31,28,奥康,1,0,0,255
1767759385.0359685,9124707774134530792,602,10,1,54,255,8,0,4,10,诺里斯,1,0,0,255
1767759385.0359685,9124707774134530792,602,11,1,165,255,0,0,12,41,安东内利,1,0,0,255
1767759385.0359685,9124707774134530792,602,12,1,149,255,6,0,6,28,哈加,1,0,0,255
1767759385.0359685,9124707774134530792,602,13,1,112,255,8,0,81,3,皮亚斯特里,1,0,0,255
1767759385.0359685,9124707774134530792,602,14,1,62,255,3,0,23,80,阿尔本,1,0,0,255
1767759385.0359685,9124707774134530792,602,15,1,59,255,5,0,10,28,加斯利,1,0,0,255
1767759385.0359685,9124707774134530792,602,16,1,50,255,0,0,63,10,拉塞尔,1,0,0,255
1767759385.0359685,9124707774134530792,602,17,1,58,255,1,0,16,53,勒克莱尔,1,0,0,255
1767759385.0359685,9124707774134530792,602,18,1,113,255,6,0,30,54,劳森,1,0,0,255
1767759385.0359685,9124707774134530792,602,19,0,162,255,5,0,43,2,科拉平托,1,1,0,1
1767759385.0359685,9124707774134530792,602,20,0,255,255,255,0,0,255,,0,0,0,0
1767759385.0359685,9124707774134530792,602,21,0,255,255,255,0,0,255,,0,0,0,0
1767759390.0224566,9124707774134530792,702,0,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767759390.0224566,9124707774134530792,702,1,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767759390.0224566,9124707774134530792,702,2,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767759390.0224566,9124707774134530792,702,3,1,94,255,2,0,22,43,角田,1,0,0,255
1767759390.0224566,9124707774134530792,702,4,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767759390.0224566,9124707774134530792,702,5,1,161,255,9,0,5,9,博托莱托,1,0,0,255
1767759390.0224566,9124707774134530792,702,6,1,147,255,7,0,87,10,比尔曼,1,0,0,255
1767759390.0224566,9124707774134530792,702,7,1,10,255,9,0,27,29,霍肯伯格,1,0,0,255
1767759390.0224566,9124707774134530792,702,8,1,7,255,1,0,44,10,汉密尔顿,1,0,0,255
1767759390.0224566,9124707774134530792,702,9,1,17,255,7,0,31,28,奥康,1,0,0,255
1767759390.0224566,9124707774134530792,702,10,1,54,255,8,0,4,10,诺里斯,1,0,0,255
1767759390.0224566,9124707774134530792,702,11,1,165,255,0,0,12,41,安东内利,1,0,0,255
1767759390.0224566,9124707774134530792,702,12,1,149,255,6,0,6,28,哈加,1,0,0,255
1767759390.0224566,9124707774134530792,702,13,1,112,255,8,0,81,3,皮亚斯特里,1,0,0,255
1767759390.0224566,9124707774134530792,702,14,1,62,255,3,0,23,80,阿尔本,1,0,0,255
1767759390.0224566,9124707774134530792,702,15,1,59,255,5,0,10,28,加斯利,1,0,0,255
1767759390.0224566,9124707774134530792,702,16,1,50,255,0,0,63,10,拉塞尔,1,0,0,255
1767759390.0224566,9124707774134530792,702,17,1,58,255,1,0,16,53,勒克莱尔,1,0,0,255
1767759390.0224566,9124707774134530792,702,18,1,113,255,6,0,30,54,劳森,1,0,0,255
1767759390.0224566,9124707774134530792,702,19,0,162,255,5,0,43,2,科拉平托,1,1,0,1
1767759390.0224566,9124707774134530792,702,20,0,255,255,255,0,0,255,,0,0,0,0
1767759390.0224566,9124707774134530792,702,21,0,255,255,255,0,0,255,,0,0,0,0
1767759395.0207746,9124707774134530792,802,0,1,19,255,4,0,18,13,斯特罗尔,1,0,0,255
1767759395.0207746,9124707774134530792,802,1,1,0,255,3,0,55,77,赛恩斯,1,0,0,255
1767759395.0207746,9124707774134530792,802,2,1,3,255,4,0,14,77,阿隆索,1,0,0,255
1767759395.0207746,9124707774134530792,802,3,1,94,255,2,0,22,43,角田,1,0,0,255
1767759395.0207746,9124707774134530792,802,4,1,9,255,2,0,33,22,维斯塔潘,1,0,0,255
1767759395.0207746,9124707774134530792,802,5,1,161,255,9,0,5,9,博托莱托,1,0,0,255
